"item","short_description","category","group_id"
"55303","Prostate, bladder base and urethra, transrectal ultrasound scan of, where performed: (a) personally ",5,"I01"
"35539","COLPOSCOPICALLY DIRECTED CO2 LASER THERAPY for intraepithelial neoplasia of the cervix, vagina, vulv",3,"T08"
"10943","Additional testing to confirm diagnosis of, or establish a treatment regime for, a significant binoc",1,"A10"
"57912","Facial bones  orbit, maxilla or malar, any or all (R)",5,"I03"
"56507","Computerised tomography - scan of upper abdomen and pelvis with intravenous contrast medium and with",5,"I02"
"58706","Intravenous pyelography, including preliminary plain film (R)",5,"I03"
"01738","Alphafeto protein, Alpha1 antitrypsin, Alpha2 macroglobulin, beta2 microglobulin, C1 esterase inhibi",6,"P02"
"02379","Chorionic gonadotrophin (betaHCG), qualitative estimation in serum or urine by 1 or more methods, in",6,"P08"
"04254","Umbilical, epigastric or linea alba hernia, repair of, in a person 10 years of age or over (Anaes.) ",3,"T08"
"55112","M-mode and 2 dimensional real time echocardiographic examination of the heart from at least 2 acoust",5,"I01"
"69375","Examination for Herpes simplex virus, varicella zoster virus or cytomegalovirus by culture or by nuc",6,"P03"
"41509","External auditory meatus, surgical removal of keratosis obturans from, not being a service to which ",3,"T08"
"00001","Professional attendance by a general practitioner on not more than 1 patient on 1 occasion  each att",1,"A11"
"18225","Infusion of a therapeutic substance to maintain regional anaesthesia or analgesia, subsequent inject",3,"T07"
"02715","Preparation by a medical practitioner who has undertaken mental health skills training (including a ",1,"A20"
"66707","5tests described in item 66695 (Item is subject to rule 6)",6,"P02"
"31205","Tumour (other than viral verrucae [common warts] and seborrheic keratoses), cyst, ulcer or scar (oth",3,"T08"
"56619","Computerised tomography - scan of extremities, 1 or more regions without intravenous contrast medium",5,"I02"
"69300","Microscopy of wet film material other than blood, from 1 or more sites, obtained directly from a pat",6,"P03"
"66517","Quantitation of bile acids in blood in pregnancy.  to a maximum of 3 tests in a pregnancy.",6,"P02"
"17600","EXAMINATION OF A PATIENT BY OTHER THAN A SPECIALIST IN THE PRACTICE OF HIS OR HER SPECIALITY IN PREP",3,"T06"
"63052","-congenital malformation of the brain or meninges (r) (Contrast) (Anaes.)",5,"I05"
"30473","Oesophagoscopy (not being a service to which item 41816 or 41822 applies), gastroscopy, duodenoscopy",3,"T08"
"00913","Echocardiography, not covered by item 55000 or 55003 (R)",5,"I01"
"30032","Skin and subcutaneous tissue or mucous membrane, repair of recent wound of, on face or neck, small (",3,"T08"
"01935","Latex flocculation test-- qualitative, quantitative or qualitative and quantitative (SP)",6,"P04"
"01090","Blood grouping (including back grouping when performed)-- ABO and Rh (D antigen) when performed in a",6,"P01"
"69462","Determination of Hepatitis b status and testing for Hepatitis c, including: (a) Hepatitis c antibody",6,"P03"
"49318","Hip, total replacement arthroplasty of, including minor bone grafting (Anaes.) (Assist.)",3,"T08"
"02585","Temporomandibular joints (R)",5,"I03"
"55844","Assessment of a mass associated with the skin or subcutaneous structures, not being a part of the mu",5,"I01"
"02600","Surgery consultations  (Professional attendance at consulting rooms)  standard consultation of more ",1,"A19"
"03330","Keratoses, warts or similar lesions, treatment by electrosurgical destruction, cryosurgery or surgic",3,"T08"
"01805","Haemagglutination tests-- one test (SP)",6,"P03"
"55820","Paediatric hip examination for dysplasia, 1 or both sides, ultrasound scan of, where: (a) the servic",5,"I01"
"57969","Orthopantomography, for diagnosis and/or management of temporomandibular joint arthroses or dysfunct",5,"I03"
"01772","Flocculation test, including V.D.R.L., Kahn, Kline or similar tests-- one test (SP)",6,"P03"
"00900","Participation by a medical practitioner (including a general practitioner, but not including a speci",1,"A17"
"10962","Podiatry health service provided to a person by an eligible podiatrist if:(a) the service is provide",8,"M03"
"02089","Microscopical and cultural examination (including the detection of antigens not elsewhere specified ",6,"P03"
"73921","Receipt of a specimen by an approved pathology practitioner of an approved pathology authority from ",6,"P11"
"02574","Note: Benefits included in Subgroup 4, A18 or A19, are payable for one 3 step Mental Health Process ",1,"A18"
"35573","Anterior and posterior vaginal compartment repair by vaginal approach (involving both anterior and p",3,"T08"
"73053","Cytology of smears from cervix: (a) for detection of precancerous or cancerous changes in women with",6,"P06"
"10990","Amedical service to which an item in this table (other than this item or item 10991) applies if:(a) ",8,"M01"
"30064","Subcutaneous foreign body, removal of, requiring incision and suture, as an independent procedure (A",3,"T08"
"02734","Radiographic examination of both breasts, (with or without thermography) and report if: (a) the pati",5,"I03"
"66331","Quantitation (except by reagent strip with or without reflectance meter or electrophoresis) of chole",6,"P02"
"55036","Abdomen, ultrasound scan of (including scan of urinary tract when performed), if: (a) the patient is",5,"I01"
"71099","Double-stranded DNA antibodies, quantitative estimation by 1 or more methods other than the Crithidi",6,"P04"
"45200","Single stage local flap, where indicated to repair 1 defect, simple and small, excluding flap for ma",3,"T08"
"03004","Operative procedure on tissue, organ or region (not being a service to which another item in this Gr",3,"T08"
"00700","Attendance by a medical practitioner (including a general practitioner, but not including a speciali",1,"A14"
"31280","Basal cell carcinoma or squamous cell carcinoma (including keratocanthoma), removal from areas of th",3,"T08"
"71164","Two or more tests described in 71163 and including a service described in 71066 (if performed)",6,"P04"
"73055","Cytological examination of smears from cervix in association with the management of previously detec",6,"P06"
"09040","Administration of an anaesthetic in connection with Caesarean section (Anaes.)",3,"T06"
"73057","Cytological examination of smears from vagina, not associated with items 73053 or 73055 - each exami",6,"P06"
"11702","Twelve-lead electrocardiography, tracing only",2,"D01"
"66500","Quantitation in serum, plasma, urine or other body fluid (except amniotic fluid), by any method exce",6,"P02"
"69370","Detection of chlamydia by any method and Neisseria gonorrhoeae by nucleic acid amplification techniq",6,"P03"
"66409","3tests described in item 66695 (Item is subject to rule 6)",6,"P02"
"56223","Computed tomography - scan of spine, lumbosacral region, without intravenous contrast medium, payabl",5,"I02"
"00987","Skin sensitivity testing for allergens, using 1 to 20 allergens, not being a service associated with",2,"D01"
"20940","Initiation of management of anaesthesia for vaginal procedures (including biopsy of labia, vagina, c",3,"T10"
"66764","Examination for faecal occult blood (including tests for haemoglobin and its derivatives in the faec",6,"P02"
"71079","Detection of specific immunoglobulin e antibodies to single or multiple potential allergens, 1 test ",6,"P04"
"11512","Continuous measurement of the relationship between flow and volume during expiration or inspiration ",2,"D01"
"16600","Amniocentesis, diagnostic",3,"T04"
"11218","Retinal photography, multiple exposures of both eyes with intravenous dye injection",2,"D01"
"10991","Amedical service to which an item in this table (other than this item or item 10990) applies if: (a)",8,"M01"
"66608","Vitamin D or D fractions - 1 or more tests",6,"P02"
"01571","6or more estimations specified in item 66201",6,"P02"
"56301","Computerised tomography - scan of chest, including lungs, mediastinum, chest wall and pleura, with o",5,"I02"
"31263","Basal cell carcinoma or squamous cell carcinoma, recurrent, removal of, from nose, eyelid, lip, ear,",3,"T08"
"02609","Spine  3 or more regions (R)",5,"I03"
"57341","Computerised tomography, in conjunction with a surgical procedure using interventional techniques, n",5,"I02"
"02041","Histopathology examination of biopsy material-- processing of one or more paraffin blocks, with all ",6,"P05"
"69319","2tests described in item 69494 and a test described in 69316. (Item is subject to rule 26)",6,"P03"
"00097","Professional attendance by a medical practitioner (other than a general practitioner) or a general p",1,"A11"
"10993","Immunisation provided to a person by a practice nurse if:  (a) the immunisation is provided on behal",8,"M02"
"02221","Hepatitis B surface antigen test",6,"P03"
"69423","Investigation for resolution of Hepatitis B if the Hepatitis B core antibody test is positive and th",6,"P03"
"57901","Skull, not in association with item 57902 (R)",5,"I03"
"72823","Examination of complexity level 4 biopsy material with 1 or more tissue blocks, including specimen d",6,"P05"
"57942","Palatopharyngeal studies without fluoroscopic screening (R)",5,"I03"
"16400","Antenatal service provided by a midwife, nurse or a registered Aboriginal Health Worker if:  (a) the",3,"T04"
"66260","2or more estimations as specified in item 66259",6,"P02"
"30192","Premalignant skin lesions, treatment of, by galvanocautery or electrodesiccation or cryocautery (10 ",3,"T08"
"56022","Computerised tomography - scan of facial bones, para nasal sinuses or both without intravenous contr",5,"I02"
"00955","Venepuncture and the collection of blood for the performance by an approved pathology practitioner o",2,"D01"
"00599","Professional attendance by a general practitioner on not more than 1 patient on 1 occasion - each at",1,"A11"
"02272","Chorionic gonadotrophin, qualitative estimation of for diagnosis of pregnancy or hormone producing n",6,"P08"
"55300","Prostate, bladder base and urethra, ultrasound scan of, where performed: (a) personally by a referri",5,"I01"
"55703","Pelvis or abdomen, pregnancy-related or pregnancy complication, ultrasound scan of, by any or all ap",5,"I01"
"30360","Fine needle aspiration of an impalpable breast lesion detected by mammography or ultrasound, imaging",3,"T08"
"55070","Breast, one, ultrasound scan of, if: (a) the patient is referred by a referring practitioner; and (b",5,"I01"
"42702","Lens extraction and insertion of artificial lens, excluding surgery performed for the correction of ",3,"T08"
"11024","Investigation of central nervous system evoked responses by computerised averaging techniques  1 or ",2,"D01"
"02393","Microscopical examination of urine",6,"P09"
"71113","Detection of 2 antibodies described in item 71165 (Item is subject to rule 6)",6,"P04"
"05229","Cauterisation (other than by chemical means) or cauterisation by chemical means when performed under",3,"T08"
"01417","Examination of serum for blood group antibodies (including identification and, if necessary, quantit",6,"P01"
"20810","Initiation of management of anaesthesia for lower intestinal endoscopic procedures",3,"T10"
"01918","Immunofluorescent detection of tissue antibodies, qualitative and quantitative-- detection and estim",6,"P04"
"00793","ULTRASONIC CROSSSECTIONAL ECHOGRAPHY performed by, or on behalf of, a medical practitioner where the",5,"I01"
"02039","Quantitation of hdl cholesterol",6,"P02"
"35639","Uterus, curettage of, with or without dilatation (including curettage for incomplete miscarriage) un",3,"T08"
"41801","Adenoids, removal of (Anaes.)",3,"T08"
"81110","EXERCISE PHYSIOLOGY SERVICE  ASSESSMENT FOR GROUP  SERVICES Exercise physiology health service provi",8,"M09"
"02346","Pregnancy test by 1 or more immunochemical methods",6,"P09"
"66341","Aservice described in item 66521 and 4 or more tests described in item 66500",6,"P02"
"56100","Computerised tomography  scan of soft tissues of neck, including larynx, pharynx and upper oesophagu",5,"I02"
"02595","Larynx (R)",5,"I03"
"02601","Spine  lumbosacral (R)",5,"I03"
"63064","-stroke (r) (Contrast) (Anaes.)",5,"I05"
"22030","Introduction of a narcotic, for the control of postoperative pain, into the epidural or intrathecal ",3,"T10"
"69225","Investigation for herpes simplex virus (1 or more types) or Chlamydia trachomatis, in material obtai",6,"P03"
"00088","Professional attendance by a specialist in the practice of his or her specialty where the patient is",1,"A03"
"55052","Joint, 1 or more, ultrasound scan of, performed by, or on behalf of, a medical practitioner where: (",5,"I01"
"69303","Culture and (if performed) microscopy to detect pathogenic micro-organisms from nasal swabs, throat ",6,"P03"
"02402","Computerised tomography  scan of brain with or without scan of internal auditory meatus without intr",5,"I02"
"55048","Scrotum, ultrasound scan of, if: (a) the patient is referred by a medical practitioner for ultrasoni",5,"I01"
"03219","Tumour, cyst, ulcer or scar (other than a scar removed during the surgical approach at an operation)",3,"T08"
"02801","Medical practitioner (pain medicine specialist) attendance - surgery or hospital  Professional atten",1,"A24"
"80110","Professional attendance for the purpose of providing focussed psychological strategies services for ",8,"M07"
"56220","Computed tomography - scan of spine, cervical region, without intravenous contrast medium, payable o",5,"I02"
"58300","Bone age study (R)",5,"I03"
"05845","Cystoscopy with urethroscopy, with or without urethral dilatation, not being a service associated wi",3,"T08"
"01983","Thyroid function tests, including thyrotrophin (TSH) and at least 1 or more of the following tests  ",6,"P02"
"58903","Plain abdominal only, not being a service associated with a service to which item 58909, 58912, 5891",5,"I03"
"71101","Antibodies to 1 or more extractable nuclear antigens, detection in serum or other body fluids",6,"P04"
"02576","Mandible (R)",5,"I03"
"66405","Quantitation in blood or urine of hormones and hormone binding proteins - ACTH, aldosterone, androst",6,"P02"
"30202","Cancer of skin or mucous membrane proven by histopathology or confirmed by specialist opinion, remov",3,"T08"
"08518","Free grafting (full thickness) to 1 defect, excluding grafts for male pattern baldness (Anaes.) (Ass",3,"T08"
"01843","Antistreptolysin O titre test, anti-desoxyribonuclease B titre test or similar test (quantitative) -",6,"P03"
"00015","Professional attendance, not being an attendance at consulting rooms, a hospital or a nursing home o",1,"A02"
"31245","Skin and subcutaneous tissue, extensive excision of, in the treatment of suppurative hidradenitis (e",3,"T08"
"57966","Orthopantomography, for diagnosis and/or management of missing or crowded teeth, or developmental an",5,"I03"
"02327","Histopathology examination of biopsy material including all tissue processing, staining and professi",6,"P05"
"01562","3estimations specified in item 66201",6,"P02"
"02655","Sternum or ribs on 1 side (R)",5,"I03"
"69494","Detection of a virus or microbial antigen or microbial nucleic acid (not elsewhere specified) 1 test",6,"P03"
"02521","Level 'c' Professional attendance involving taking a detailed history, an examination of multiple sy",1,"A18"
"55723","Pelvis or abdomen, pregnancy-related or pregnancy complication, fetal development and anatomy, ultra",5,"I01"
"35673","Hysterectomy, vaginal, (with or without uterine curettage) with salpingectomy, oophorectomy or excis",3,"T08"
"69498","Atest described in item 69494, other than that described in 69497, if rendered by a receiving APP - ",6,"P03"
"66669","Quantitation of copper, manganese, selenium, or zinc (except if item 66667 applies), in blood, urine",6,"P02"
"56025","Cone beam computed tomography of teeth and supporting bone structures (r) (k)  (Anaes.)",5,"I02"
"66357","Prostate specific antigen - quantitation in the monitoring of previously diagnosed prostatic disease",6,"P02"
"71071","3or more tests described in items 71066, 71068, 71072 or 71074",6,"P04"
"00173","Attendance at which acupuncture is performed by a medical practitioner by application of stimuli on ",1,"A07"
"11503","Measurement of the mechanical or gas exchange function of the respiratory system, or of respiratory ",2,"D01"
"63170","-syrinx (congenital or acquired) (r) (Contrast) (Anaes.)",5,"I05"
"66728","TSH quantitation described in item 66716 and 3 tests described in item 66695 (This fee applies where",6,"P02"
"85531","Adhesive restoration - one surface - posterior tooth - direct limit of five (5) single-surface adhes",9,"N01"
"85011","Comprehensive oral examinationevaluation of all teeth, their supporting tissues and the oral tissues",9,"N01"
"69209","Microscopy and culture of post-operative wounds, aspirates of body cavities, synovial fluid, csf or ",6,"P03"
"30071","Biopsy of skin or mucous membrane, as an independent procedure (Anaes.)",3,"T08"
"04354","Sigmoidoscopic examination (with rigid sigmoidoscope), with or without biopsy",3,"T08"
"30003","Dressing of localised burns (not involving grafting)  each attendance at which the procedure is perf",3,"T08"
"10940","Full quantitative computerised perimetry (automated absolute static threshold), with bilateral asses",1,"A10"
"66752","Quantitation of acetoacetate, beta-hydroxybutyrate, citrate, oxalate, total free fatty acids, cystei",6,"P02"
"66339","Aservice described in item 66521 and 3 tests described in item 66500",6,"P02"
"73909","Initiation of a patient episode by collection of a specimen for a service for 1 or more services (ot",6,"P10"
"46501","Ganglion of volar or dorsal wrist joint, excision of, not being a service associated with a service ",3,"T08"
"57948","Teeth, Orthopantomography, for diagnostic survey of the mandible or of the maxilla or of the mandibl",5,"I03"
"00085","EXAMINATION OF A PATIENT BY A SPECIALIST IN THE PRACTICE OF HIS OR HER SPECIALITY IN PREPARATION FOR",3,"T06"
"00005","Professional attendance at consulting rooms of more than 5 minutes duration but not more than 25 min",1,"A02"
"47369","Radius, distal end of, treatment of Colles', Smith's or Barton's fracture, not being a service to wh",3,"T08"
"07847","Treatment of a closed fracture, involving a joint surface, being a fracture referred to in an item (",3,"T08"
"51700","Professional attendance (other than a second or subsequent attendance in a single course of treatmen",4,"O01"
"30694","Endoscopic ultrasound (endoscopy with ultrasound imaging), with or without biopsy,  with fine needle",3,"T08"
"00116","Professional attendance at consulting rooms or hospital,by a consultant physician in the practice of",1,"A04"
"00863","Audiogram, air conduction",2,"D01"
"01336","Australia antigen or similar antigen, detection of by any method including radioimmunoassay (SP)",6,"P02"
"06415","Examination of lower female genital tract by a Hinselmanntype colposcope in a patient with a previou",3,"T08"
"17615","Aconsultation on a patient undergoing advanced surgery or who has complex medical problems, involvin",3,"T06"
"01523","2estimations specified in item 65029",6,"P01"
"55808","Shoulder or upper arm, 1 or both sides, ultrasound scan of, where: (a) the service is not associated",5,"I01"
"66515","6or more tests described in item 66500",6,"P02"
"00036","LEVEL 'C' Professional attendance involving taking a detailed history, an examination of multiple sy",1,"A01"
"11315","Audiogram, air and bone conduction and speech",2,"D01"
"00024","Professional attendance, other than a service to which any other item applies, and not being an atte",1,"A01"
"00133","Professional attendance of at least 20 minutes duration subsequent to the first attendance in a sing",1,"A04"
"87716","Metal palate or plate additional to items 87711, 87712 or 87719.",9,"N03"
"73903","Initiation of a patient episode that consists of 1 or more services described in items 72813, 72816,",6,"P10"
"66761","Test for reducing substances in faeces by any method (except reagent strip or dipstick)",6,"P02"
"46495","Ganglion or mucous cyst of distal digit, excision of, not being a service associated with a service ",3,"T08"
"41789","Tonsils or tonsils and adenoids, removal of, in a person aged less than 12 years (Anaes.)",3,"T08"
"69309","Microscopy and culture to detect dermatophytes and other fungi causing cutaneous disease from skin s",6,"P03"
"66548","Oral glucose tolerance test in pregnancy for the diagnosis of gestational diabetes that includes: (a",6,"P02"
"03265","Tumour or deep cyst (other than a cyst associated with a tooth or tooth fragment), removal of, requi",3,"T08"
"63322","Mgnetic resonance imaging performed under the professional supervision of an eligible provider at an",5,"I05"
"10986","Service provided by a practice nurse or aboriginal and torres strait islander health practitioner be",8,"M12"
"01609","Cultural examination of material other than urine for aerobic micro-organisms (including fungi) with",6,"P03"
